label,cluster_no
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
kidneybeans,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,6
pigeonpeas,7
pigeonpeas,6
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,2
pigeonpeas,7
pigeonpeas,2
pigeonpeas,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,2
pigeonpeas,7
pigeonpeas,2
pigeonpeas,7
pigeonpeas,6
pigeonpeas,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,2
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,6
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,6
pigeonpeas,7
pigeonpeas,7
pigeonpeas,6
pigeonpeas,7
pigeonpeas,7
pigeonpeas,2
pigeonpeas,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,6
pigeonpeas,7
pigeonpeas,7
pigeonpeas,2
pigeonpeas,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,4
pigeonpeas,1
pigeonpeas,7
mothbeans,7
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,7
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,7
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,7
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,7
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,7
mothbeans,7
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,5
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,2
lentil,6
lentil,6
lentil,2
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,7
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,2
lentil,2
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
banana,5
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
mango,6
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
mango,7
mango,6
mango,6
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,6
mango,7
mango,7
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,6
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,6
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,6
orange,1
orange,1
orange,1
orange,6
orange,6
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,6
orange,1
orange,1
orange,1
orange,6
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,6
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,6
orange,1
orange,1
orange,1
orange,6
orange,6
orange,1
orange,1
orange,1
orange,1
papaya,4
papaya,6
papaya,6
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,6
papaya,4
papaya,6
papaya,4
papaya,4
papaya,6
papaya,6
papaya,4
papaya,6
papaya,6
papaya,6
papaya,6
papaya,4
papaya,6
papaya,4
papaya,4
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,4
papaya,6
papaya,1
papaya,6
papaya,4
papaya,4
papaya,6
papaya,4
papaya,4
papaya,4
papaya,6
papaya,6
papaya,4
papaya,6
papaya,6
papaya,4
papaya,4
papaya,6
papaya,4
papaya,4
papaya,4
papaya,6
papaya,4
papaya,5
papaya,6
papaya,6
papaya,4
papaya,4
papaya,1
papaya,6
papaya,4
papaya,5
papaya,5
papaya,6
papaya,6
papaya,6
papaya,5
papaya,4
papaya,5
papaya,4
papaya,4
papaya,6
papaya,4
papaya,4
papaya,6
papaya,4
papaya,4
papaya,5
papaya,6
papaya,6
papaya,4
papaya,4
papaya,4
papaya,4
papaya,6
papaya,4
papaya,6
papaya,6
papaya,5
papaya,4
papaya,6
papaya,4
papaya,6
papaya,6
papaya,6
papaya,4
papaya,4
papaya,4
coconut,4
coconut,4
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,4
coconut,1
coconut,1
coconut,1
coconut,1
coconut,4
coconut,1
coconut,1
coconut,1
coconut,1
coconut,4
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,4
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
cotton,5
jute,5
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
coffee,4
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,4
coffee,5
coffee,5
coffee,4
coffee,5
coffee,4
coffee,4
coffee,5
coffee,4
coffee,5
coffee,4
coffee,4
coffee,4
coffee,5
coffee,4
coffee,4
coffee,4
coffee,5
coffee,5
coffee,4
coffee,4
coffee,4
coffee,4
coffee,5
coffee,4
coffee,5
coffee,5
coffee,5
coffee,4
coffee,5
coffee,4
coffee,5
coffee,5
coffee,4
coffee,5
coffee,4
coffee,4
coffee,5
coffee,4
coffee,4
coffee,4
coffee,5
coffee,5
coffee,4
coffee,5
coffee,4
coffee,5
coffee,5
coffee,4
coffee,4
coffee,4
coffee,5
coffee,4
coffee,4
coffee,4
coffee,4
coffee,5
coffee,4
